,ID,Title,Summary,Link,Published
28,646,Mizzou Football Coaching Search - Rock M Nation,"<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LnJvY2ttbmF0aW9uLmNvbS9taXNzb3VyaS10aWdlcnMtZm9vdGJhbGwvMjAxOS8xMS8zMC8yMDk4OTEzMi9taXp6b3UtZm9vdGJhbGwtY29hY2hpbmctc2VhcmNo0gEA?oc=5"" target=""_blank"">Mizzou Football Coaching Search</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Rock M Nation</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9MWFmM2NIOVdHcFXSAQA?oc=5"" target=""_blank"">Mizzou great Howard Richards on Barry Odom firing</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KSDK News</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LmVzcG4uY29tL2NvbGxlZ2UtZm9vdGJhbGwvc3RvcnkvXy9pZC8yODE5NDQxMy9taXp6b3UtZmlyZXMtYmFycnktb2RvbS1jb2FjaC00LXNlYXNvbnMtYWxtYS1tYXRlctIBAA?oc=5"" target=""_blank"">Mizzou fires Barry Odom as coach after 4 seasons at alma mater</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMipwFodHRwczovL3d3dy5zdGx0b2RheS5jb20vc3BvcnRzL2NvbHVtbnMvYmVuLWZyZWRlcmlja3Nvbi9iZW5mcmVkLXN0ZXJrLXB1dHMtc3BvdGxpZ2h0LW9uLWhpbXNlbGYtYnktc2F5aW5nLW1penpvdS1jYW4vYXJ0aWNsZV85NjI0NGJmYS00MDI2LTUxZjctOGRjNi00Njk1MDIxODIxMTUuaHRtbNIBAA?oc=5"" target=""_blank"">BenFred: Sterk puts spotlight on himself by saying Mizzou can do better than Odom</a>&nbsp;&nbsp;<font color=""#6f6f6f"">STLtoday.com</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vbWlzc291cmkucml2YWxzLmNvbS9uZXdzL3N0ZXJrLXRhbGtzLWFib3V0LWZpcmluZy1vZG9tLWZpbmRpbmctcmVwbGFjZW1lbnTSAQA?oc=5"" target=""_blank"">Sterk talks about firing Odom, finding replacement</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Rivals.com</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWl3eDZyQmpvQU1FY0lWaVpTLVIwM1FLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LnJvY2ttbmF0aW9uLmNvbS9taXNzb3VyaS10aWdlcnMtZm9vdGJhbGwvMjAxOS8xMS8zMC8yMDk4OTEzMi9taXp6b3UtZm9vdGJhbGwtY29hY2hpbmctc2VhcmNo0gEA?oc=5,1/12/2019
29,647,"Week 13 Preview: Uh-oh, Lamar Jackson Will Surely Get Hurt! - Sports Illustrated","<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vd3d3LnNpLmNvbS9uZmwvMjAxOS8xMi8wMS9uZmwtd2Vlay0xMy1wcmV2aWV3LWJyZWFrZG93bi1hbmFseXNpc9IBAA?oc=5"" target=""_blank"">Week 13 Preview: Uh-oh, Lamar Jackson Will Surely Get Hurt!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sports Illustrated</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHA6Ly93d3cubmZsLmNvbS9uZXdzL3N0b3J5LzBhcDMwMDAwMDEwODE5NzAvYXJ0aWNsZS9uYXN0eS13ZWF0aGVyLWxvb21zLW92ZXItcmF2ZW5zLTQ5ZXJzLW1hdGNodXDSAQA?oc=5"" target=""_blank"">Nasty weather looms over Ravens, 49ers matchup</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NFL.com</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vd3d3LjQ5ZXJzd2Viem9uZS5jb20vY29tbWVudGFyeS8yMjI0LWxhbWFyLWphY2tzb24tcmF2ZW5zLTQ5ZXJzLXByb3ZlLWhhcnNoLXJlYWxpdHktY2hlY2sv0gEA?oc=5"" target=""_blank"">For Lamar Jackson and the Baltimore Ravens: 49ers may prove to be a harsh reality check</a>&nbsp;&nbsp;<font color=""#6f6f6f"">49ers Webzone</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiiAFodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vc3BvcnRzLzIwMTkvMTEvMzAvcmF2ZW5zLWVycy1jb3VsZC1iZS1zdXBlci1ib3dsLXByZXZpZXctdGhlaXItbGFzdC1zdXBlci1ib3dsLW1lZXRpbmctd2FzLXVuZm9yZ2V0dGFibGUv0gEA?oc=5"" target=""_blank"">Ravens-49ers could be a Super Bowl preview. Their last Super Bowl meeting was unforgettable.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Washington Post</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3Lm5pbmVyc25hdGlvbi5jb20vMjAxOS8xMS8zMC8yMDk4ODczMi9ob3ctdGhlLTQ5ZXJzLXNob3VsZC1hdHRhY2stYmFsdGltb3Jlcy1vZmZlbnNl0gEA?oc=5"" target=""_blank"">49ers news: What’s Baltimore’s biggest advantage over San Francisco?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Niners Nation</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWltZzUzQmpvQU1FUWU0dDRQcjIyTktLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vd3d3LnNpLmNvbS9uZmwvMjAxOS8xMi8wMS9uZmwtd2Vlay0xMy1wcmV2aWV3LWJyZWFrZG93bi1hbmFseXNpc9IBAA?oc=5,1/12/2019
30,648,This Black Hole Can't Exist. And There It Is - Newser,"<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vd3d3Lm5ld3Nlci5jb20vc3RvcnkvMjgzNjY3L2ltcG9zc2libGUtYmxhY2staG9sZS1leGlzdHMuaHRtbNIBAA?oc=5"" target=""_blank"">This Black Hole Can't Exist. And There It Is</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Newser</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vNmFiYy5jb20vc2NpZW5jZS9tb25zdGVyLWJsYWNrLWhvbGUtdGhhdC1pcy1zby1iaWctaXQtc2hvdWxkLW5vdC1ldmVuLWV4aXN0LXdhcy1kaXNjb3ZlcmVkLzU3MjczOTQv0gEA?oc=5"" target=""_blank"">Monster black hole that is so big it 'should not even exist' was discovered</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WPVI-TV</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmFiYzE1LmNvbS9uYXRpb25hbC9zY2llbnRpc3RzLWhhdmUtZGlzY292ZXJlZC1hLW1vbnN0ZXItYmxhY2staG9sZS10aGF0cy1zby1iaWctaXQtc2hvdWxkbnQtZXhpc3TSAQA?oc=5"" target=""_blank"">Scientists discover black hole so big it shouldn't exist</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ABC15 Arizona</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmxpdmVzY2llbmNlLmNvbS9tYXNzaXZlLWJsYWNrLWhvbGUtc2hvdWxkbnQtZXhpc3QtbWlsa3ktd2F5Lmh0bWzSAQA?oc=5"" target=""_blank"">Stellar Black Hole in Our Galaxy Is So Massive It Shouldn't Exist</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Livescience.com</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMifGh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS90ZWNoL3NjaWVuY2UvMjAxOS8xMS8zMC9tb25zdGVyLWJsYWNrLWhvbGUtbGItMS1kaXNjb3ZlcmVkLWVhcnRocy1jb3NtaWMtYmFja3lhcmQvNDMzOTk4MTAwMi_SAQA?oc=5"" target=""_blank"">'Monster' black hole found. Scientists didn't think stellar black holes could be so big</a>&nbsp;&nbsp;<font color=""#6f6f6f"">USA TODAY</font></li><li><strong><a href=""https://news.google.com/stories/CAAqbAgKImZDQklTUmpvSmMzUnZjbmt0TXpZd1Nqa0tFUWktNU5mQWpvQU1FUjQ4WnFwd0JxM1FFaVJUWTJsbGJuUnBjM1J6SUdacGJtUWdKMjF2Ym5OMFpYSW5JR0pzWVdOcklHaHZiR1VvQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vd3d3Lm5ld3Nlci5jb20vc3RvcnkvMjgzNjY3L2ltcG9zc2libGUtYmxhY2staG9sZS1leGlzdHMuaHRtbNIBAA?oc=5,30/11/2019
31,649,A 'Mole' Isn't Digging Mars: NASA Engineers Are Trying To Find Out Why - WJSU,"<a href=""https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3Lndqc3Uub3JnL3Bvc3QvbW9sZS1pc250LWRpZ2dpbmctbWFycy1uYXNhLWVuZ2luZWVycy1hcmUtdHJ5aW5nLWZpbmQtb3V0LXdoedIBAA?oc=5"" target=""_blank"">A 'Mole' Isn't Digging Mars: NASA Engineers Are Trying To Find Out Why</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WJSU</font><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlFM09fQWpvQU1FWTRRVzRxSXc5Z3BLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong>",https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3Lndqc3Uub3JnL3Bvc3QvbW9sZS1pc250LWRpZ2dpbmctbWFycy1uYXNhLWVuZ2luZWVycy1hcmUtdHJ5aW5nLWZpbmQtb3V0LXdoedIBAA?oc=5,29/11/2019
32,650,How NASA is evolving through partnerships with private space companies - CNBC,"<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTkvMTEvMzAvaG93LW5hc2EtaXMtZXZvbHZpbmctdGhyb3VnaC1wYXJ0bmVyc2hpcHMtd2l0aC1wcml2YXRlLXNwYWNlLWNvbXBhbmllcy5odG1s0gEA?oc=5"" target=""_blank"">How NASA is evolving through partnerships with private space companies</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2NoYXJsb3R0ZWtpYW5nLzIwMTkvMTEvMjkvbG93LWVhcnRoLW9yYml0LWNvbW1lcmNpYWxpemF0aW9uLW9wZW5zLXVwLW5ldy1mcm9udGllcnMtZm9yLWh1bWFuLXNwYWNlZmxpZ2h0L9IBAA?oc=5"" target=""_blank"">International Space Station Commercialization Heralds A New Era For Human Spaceflight</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LnNsYXNoZ2Vhci5jb20vYXN0cm9uYXV0LXJlbW90ZWx5LW5hdmlnYXRlcy1yb3Zlci10aHJvdWdoLW9ic3RhY2xlLWNvdXJzZS1mcm9tLWlzcy0yOTYwMTUwNC_SAQA?oc=5"" target=""_blank"">Astronaut remotely navigates rover through obstacle course from ISS</a>&nbsp;&nbsp;<font color=""#6f6f6f"">SlashGear</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy5leHByZXNzLmNvLnVrL25ld3Mvc2NpZW5jZS8xMjExMjAxL05BU0EtbmV3cy1hc3Ryb25hdXQtcGljdHVyZXMtdGhhbmtzZ2l2aW5nLWluLXNwYWNlLU5BU0EtSVNTLUludGVybmF0aW9uYWwtU3BhY2UtU3RhdGlvbtIBAA?oc=5"" target=""_blank"">NASA news: Astronaut shares incredible pictures of Thanksgiving on the Space Station</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Express.co.uk</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvaG93LWthdGhyeW4tc3VsbGl2YW4tYmVjYW1lLXRoZS1maXJzdC1hbWVyaWNhbi13b21hbi10by13YWxrLWluLXNwYWNlLTExNTc1MDUwNTQ40gEA?oc=5"" target=""_blank"">How Kathryn Sullivan Became the First American Woman to Walk in Space</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Wall Street Journal</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpDOWZ6QWpvQU1FUjhXbUxpTjVUQTFLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTkvMTEvMzAvaG93LW5hc2EtaXMtZXZvbHZpbmctdGhyb3VnaC1wYXJ0bmVyc2hpcHMtd2l0aC1wcml2YXRlLXNwYWNlLWNvbXBhbmllcy5odG1s0gEA?oc=5,30/11/2019
33,651,"Underwater speakers could help revive ailing coral reefs, study shows - Mashable","<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiQmh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvY29yYWwtcmVlZi11bmRlcndhdGVyLXNwZWFrZXJzLXN0dWR5L9IBAA?oc=5"" target=""_blank"">Underwater speakers could help revive ailing coral reefs, study shows</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mashable</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvZGFtYWdlZC1jb3JhbC1yZWVmcy1jb3VsZC1iZS1yZXN0b3JlZC11c2luZy11bmRlcndhdGVyLWxvdWRzcGVha2Vycy_SAQA?oc=5"" target=""_blank"">Damaged coral reefs could be restored using underwater loudspeakers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS News</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LmNuZXQuY29tL25ld3MvdW5kZXJ3YXRlci1sb3Vkc3BlYWtlcnMtY291bGQtaGVscC1yZXN0b3JlLWRhbWFnZWQtY29yYWwtcmVlZnMv0gEA?oc=5"" target=""_blank"">Underwater loudspeakers could help restore damaged coral reefs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNET</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvdHJldm9ybmFjZS8yMDE5LzExLzMwL3VuZGVyd2F0ZXItc3BlYWtlcnMtaGVscC1yZXZpdmUtZHlpbmctY29yYWwtcmVlZnMtc3R1ZHktZmluZHMv0gEA?oc=5"" target=""_blank"">Underwater Speakers Help Revive Dying Coral Reefs, Study Finds</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3Lmdvb2RuZXdzbmV0d29yay5vcmcvcmV2aXZpbmctZGFtYWdlZC1jb3JhbC1yZWVmcy13aXRoLXVuZGVyd2F0ZXItc3BlYWtlcnMv0gEA?oc=5"" target=""_blank"">Scientists Are Using Speakers to Revive Damaged Coral Reefs By Luring Fish Back With Healthy Reef Sounds</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Good News Network</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpMdi1YQWpvQU1FZGR6Qk11YUx4a1dLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiQmh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvY29yYWwtcmVlZi11bmRlcndhdGVyLXNwZWFrZXJzLXN0dWR5L9IBAA?oc=5,30/11/2019
34,652,PAKISTAN'S 'POSITIVE' CRISIS - Newspaper - DAWN.com,"<a href=""https://news.google.com/__i/rss/rd/articles/CBMiIWh0dHBzOi8vd3d3LmRhd24uY29tL25ld3MvMTUxOTg0NdIBAA?oc=5"" target=""_blank"">PAKISTAN'S 'POSITIVE' CRISIS - Newspaper</a>&nbsp;&nbsp;<font color=""#6f6f6f"">DAWN.com</font>",https://news.google.com/__i/rss/rd/articles/CBMiIWh0dHBzOi8vd3d3LmRhd24uY29tL25ld3MvMTUxOTg0NdIBAA?oc=5,1/12/2019
35,653,"As violence spikes in DRC, UNHCR concerned for trapped civilians - Democratic Republic of the Congo - ReliefWeb","<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvZGVtb2NyYXRpYy1yZXB1YmxpYy1jb25nby92aW9sZW5jZS1zcGlrZXMtZHJjLXVuaGNyLWNvbmNlcm5lZC10cmFwcGVkLWNpdmlsaWFuc9IBAA?oc=5"" target=""_blank"">As violence spikes in DRC, UNHCR concerned for trapped civilians - Democratic Republic of the Congo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ReliefWeb</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMicGh0dHBzOi8vd3d3LnVuaGNyLm9yZy9uZXdzL2JyaWVmaW5nLzIwMTkvMTEvNWRkZmQzOTY0L3Zpb2xlbmNlLXNwaWtlcy1kcmMtdW5oY3ItY29uY2VybmVkLXRyYXBwZWQtY2l2aWxpYW5zLmh0bWzSAQA?oc=5"" target=""_blank"">As violence spikes in DRC, UNHCR concerned for trapped civilians</a>&nbsp;&nbsp;<font color=""#6f6f6f"">UNHCR</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMimQFodHRwczovL3d3dy5ucHIub3JnLzIwMTkvMTEvMjgvNzgzNTgyMzMxL2l0LXdhcy11bm1pc3Rha2FibHktYS1kaXJlY3RlZC1hdHRhY2stNC1lYm9sYS13b3JrZXJzLWtpbGxlZC1pbi1jb25nbz91dG1fbWVkaXVtPVJTUyZ1dG1fY2FtcGFpZ249c3Rvcmllc2Zyb21ucHLSAQA?oc=5"" target=""_blank"">'It Was Unmistakably A Directed Attack': 4 Ebola Workers Killed In Congo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NPR</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiRmh0dHBzOi8vd3d3LnptZXNjaWVuY2UuY29tL3NjaWVuY2UvbWVhc2xlcy1jYXNlcy1zcGlrZS1nbG9iYWxseS0wNTQzMy_SAQA?oc=5"" target=""_blank"">Measles cases spike globally with a 26% increase from last year</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ZME Science</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvbmV3cy93b3JsZC8xMjEwODQ0L0Vib2xhLW5ld3MtQ29uZ28tbWVhc2xlcy1oZWFsdGgtbGF0ZXN0LVdITy1BZnJpY2EtZGVhZNIBAA?oc=5"" target=""_blank"">Ebola crisis: Congo chaos as ‘largest worldwide’ measles outbreak kills more than 5,000</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Express.co.uk</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWp6b0pIQWpvQU1FZXFkT0s5Z3AtdzhLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvZGVtb2NyYXRpYy1yZXB1YmxpYy1jb25nby92aW9sZW5jZS1zcGlrZXMtZHJjLXVuaGNyLWNvbmNlcm5lZC10cmFwcGVkLWNpdmlsaWFuc9IBAA?oc=5,29/11/2019
36,654,Samoa measles death toll now 48 - RNZ,"<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LnJuei5jby5uei9pbnRlcm5hdGlvbmFsL3BhY2lmaWMtbmV3cy80MDQ1NzQvc2Ftb2EtbWVhc2xlcy1kZWF0aC10b2xsLW5vdy00ONIBAA?oc=5"" target=""_blank"">Samoa measles death toll now 48</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RNZ</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LnN0YXJhZHZlcnRpc2VyLmNvbS8yMDE5LzExLzI5L25ld3MvdmlkZW8tbWVhc2xlcy1kZWF0aC10b2xsLXJlYWNoZXMtMzMtaW4tc2Ftb2Ev0gEA?oc=5"" target=""_blank"">VIDEO: Measles death toll reaches 33 in Samoa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Honolulu Star-Advertiser</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3Lm5ld3NodWIuY28ubnovaG9tZS93b3JsZC8yMDE5LzEyL3NhbW9hLW1lYXNsZXMtY3Jpc2lzLWRlYXRoLXRvbGwtaGl0cy00OC5odG1s0gEA?oc=5"" target=""_blank"">Samoa measles crisis: Death toll hits 48</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Newshub</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3LnJuei5jby5uei9uZXdzL3dvcmxkLzQwNDU4My9hbnRpLXZheGVycy1zZW5kLXZpdGFtaW4tYS10by1zYW1vYdIBAA?oc=5"" target=""_blank"">Anti-vaxers send vitamin A to Samoa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RNZ</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vaS5zdHVmZi5jby5uei93b3JsZC9zb3V0aC1wYWNpZmljLzExNzg1MDExMS9tZWFzbGVzLWVwaWRlbWljLWZvdXItbW9yZS1saXZlcy1sb3N0LWluLXNhbW9h0gEA?oc=5"" target=""_blank"">Measles epidemic: Four more lives lost in Samoa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Stuff.co.nz</font></li><li><strong><a href=""https://news.google.com/stories/CAAqcAgKImpDQklTU1RvSmMzUnZjbmt0TXpZd1Nqd0tFUWpLMGZqQWpvQU1FWjFRNzRlZm1kYjBFaWROWldGemJHVnpJR1JsWVhSb0lIUnZiR3dnY21selpYTWdkRzhnTkRnZ2FXNGdVMkZ0YjJFb0FBUAE?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LnJuei5jby5uei9pbnRlcm5hdGlvbmFsL3BhY2lmaWMtbmV3cy80MDQ1NzQvc2Ftb2EtbWVhc2xlcy1kZWF0aC10b2xsLW5vdy00ONIBAA?oc=5,1/12/2019
37,655,Patients sue Indiana hospital over possible disease exposure - Fox 59,"<a href=""https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vZm94NTkuY29tLzIwMTkvMTEvMjkvcGF0aWVudHMtc3VlLWluZGlhbmEtaG9zcGl0YWwtb3Zlci1wb3NzaWJsZS1kaXNlYXNlLWV4cG9zdXJlL9IBAA?oc=5"" target=""_blank"">Patients sue Indiana hospital over possible disease exposure</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fox 59</font><strong><a href=""https://news.google.com/stories/CAAqjQEICiKGAUNCSVNYam9KYzNSdmNua3RNell3U2xFS0VRaXZxZjNBam9BTUVXYzk4WGotZmp5bEVqeFFZWFJwWlc1MGN5QnpkV1VnU1c1a2FXRnVZU0JvYjNOd2FYUmhiQ0J2ZG1WeUlIQnZjM05wWW14bElHUnBjMlZoYzJVZ1pYaHdiM04xY21Vb0FBUAE?oc=5"" target=""_blank"">View full coverage on Google News</a></strong>",https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vZm94NTkuY29tLzIwMTkvMTEvMjkvcGF0aWVudHMtc3VlLWluZGlhbmEtaG9zcGl0YWwtb3Zlci1wb3NzaWJsZS1kaXNlYXNlLWV4cG9zdXJlL9IBAA?oc=5,29/11/2019
0,656,China due to introduce face scans for mobile users,Beijing wants people to use only real identities online but there is concern over data collection.,https://www.bbc.co.uk/news/world-asia-china-50587098,1/12/2019
1,657,Timothy Weeks recalls Taliban hostage ordeal - 'I never gave up hope',Australian Timothy Weeks says he thinks US special forces tried to rescue him six times.,https://www.bbc.co.uk/news/world-australia-50619941,1/12/2019
2,658,IS recruit and daughter back in Ireland,The Irish citizen who became an Islamic State bride arrived back in Dublin on Sunday morning.,https://www.bbc.co.uk/news/world-europe-50619857,1/12/2019
3,659,Irving Burgie: Songwriter of calypso hit Day-O dies aged 95,"Irving Burgie helped to popularise Caribbean music, with his songs selling over 100 million records.",https://www.bbc.co.uk/news/world-us-canada-50619991,1/12/2019
4,660,Booby traps: Man in Maine killed by own device,The 65-year-old in the US state of Maine had rigged a door to fire a handgun should anyone enter.,https://www.bbc.co.uk/news/world-us-canada-50619952,1/12/2019
5,661,Cambodia's first gay dance company,Khmer dance is being given new meaning by the LGBT community in Cambodia.,https://www.bbc.co.uk/news/world-asia-50604237,1/12/2019
6,662,Human urine forces cinema evacuation in Washington state,"The US movie theatre in Washington state was sent a ""highly contagious human substance"" by mistake.",https://www.bbc.co.uk/news/world-us-canada-50619955,1/12/2019
7,663,Cosmic Crisp: New apple launched that 'lasts for a year',The new fruit took US scientists two decades to develop and the launch cost $10m (£7.9m).,https://www.bbc.co.uk/news/world-us-canada-50619281,1/12/2019
8,664,Namibia's President Hage Geingob wins re-election,"The ruling party's candidate has a second term, but his share of the vote has dropped significantly.",https://www.bbc.co.uk/news/world-africa-50618516,1/12/2019
9,665,Angela Merkel ally's loss casts doubt on German coalition,"Olaf Scholz, Angela Merkel's deputy chancellor, is soundly beaten in the SPD leadership race.",https://www.bbc.co.uk/news/world-europe-50616566,30/11/2019
10,666,Controversial tennis player Court to be 'recognised',"Margaret Court's 1970 Grand Slam will be ""recognised"" at January's Australian Open despite her personal views, says Tennis Australia.",https://www.bbc.co.uk/sport/tennis/50612680,30/11/2019
11,667,Canadian islanders angry over US mail searches,"Campobello islanders can only get their mail via the US, and now their packages are being searched.",https://www.bbc.co.uk/news/world-us-canada-49901455,1/12/2019
12,668,Separated at birth: Was my mother given away because she looked white?,How one South African family discovered a secret that made them question their own identity.,https://www.bbc.co.uk/news/stories-50421747,1/12/2019
13,669,'Masturbation photos' prompt Tunisia's #MeToo anger,Outrage over the case involving an MP has led to an outpouring of stories about sexual abuse and harassment,https://www.bbc.co.uk/news/world-africa-50558967,1/12/2019
14,670,HIV on Ukraine's frontline: Soldier who sought escape in battle,"War veteran Vasyl is HIV-positive. He never told anyone, but was shocked by their attitude to sex.",https://www.bbc.co.uk/news/world-europe-50586518,1/12/2019
